"id","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio","churned"
710,50,"F","Graduate","Unknown",6,2,15641,2379,0.816,3769,76,0.617,0.152,"No"
7132,52,"M","College","$120K +",3,3,27347,719,0.695,4040,77,0.674,0.026,"No"
9689,51,"M","Unknown","$60K - $80K",4,3,5993,1582,0.44,3464,64,0.684,0.264,"No"
6843,44,"M","Uneducated","$60K - $80K",6,3,3650,1270,0.792,4250,81,0.929,0.348,"No"
2364,50,"M","High School","$80K - $120K",5,3,34516,2292,0.876,8045,71,0.868,0.066,"Yes"
7948,34,"M","Unknown","$40K - $60K",2,2,3995,2475,0.817,12575,99,0.8,0.62,"No"
442,52,"F","Graduate","Less than $40K",4,3,2001,909,0.772,4238,63,0.8,0.454,"No"
9879,38,"M","Unknown","$80K - $120K",6,1,2172,1475,1.158,2447,46,1.3,0.679,"No"
4225,55,"M","Graduate","$120K +",3,3,31636,2517,0.718,4231,68,1.061,0.08,"No"
7738,43,"M","Post-Graduate","$60K - $80K",1,1,13553,1448,0.925,8751,94,0.808,0.107,"No"
940,49,"M","High School","$80K - $120K",2,3,34516,2517,0.71,3990,65,1.031,0.073,"No"
7980,60,"F","High School","Unknown",4,1,5549,0,0.703,2412,38,0.52,0,"Yes"
5764,53,"F","Unknown","Unknown",6,3,3998,0,0.638,4223,79,0.717,0,"No"
3406,61,"M","Graduate","$40K - $60K",2,5,3984,2245,0.612,1821,39,0.696,0.564,"Yes"
2429,50,"F","Unknown","Unknown",6,3,9248,0,0.613,2325,45,0.552,0,"Yes"
7575,51,"F","Graduate","Less than $40K",4,3,4402,697,0.7,3325,76,0.652,0.158,"No"
6961,42,"F","High School","Less than $40K",3,1,6172,1212,0.723,16622,99,0.65,0.196,"No"
1307,51,"F","High School","Less than $40K",3,3,2791,940,0.813,2584,49,0.441,0.337,"Yes"
2974,40,"F","High School","Less than $40K",1,3,2734,1661,0.726,4981,90,0.698,0.608,"No"
5348,42,"M","Unknown","$60K - $80K",6,2,5096,0,0.808,2574,43,0.483,0,"Yes"
1230,59,"M","College","$120K +",1,5,15796,812,0.719,1339,23,0.15,0.051,"Yes"
9776,50,"M","High School","$80K - $120K",6,3,10588,994,0.786,4623,84,0.585,0.094,"No"
1525,49,"M","Graduate","$80K - $120K",2,3,5275,1490,0.533,4213,74,1.114,0.282,"No"
5472,48,"F","Doctorate","Unknown",6,1,2845,919,0.652,2635,43,1.263,0.323,"No"
8487,65,"M","Graduate","Less than $40K",6,2,4507,1574,0.744,1793,38,0.652,0.349,"No"
192,52,"F","Graduate","Less than $40K",2,3,2437,0,0.912,3068,53,0.656,0,"Yes"
6091,54,"F","High School","Less than $40K",1,1,2691,811,0.767,4413,80,0.633,0.301,"No"
6024,54,"M","High School","$80K - $120K",3,1,16494,1348,0.759,1302,36,0.385,0.082,"No"
8612,44,"F","High School","Unknown",3,3,34516,0,0.767,2227,44,0.63,0,"Yes"
8,55,"F","College","Less than $40K",3,3,2679,2277,0.736,4943,85,0.735,0.85,"No"
7832,30,"M","Graduate","$40K - $60K",4,3,5281,0,0.535,8395,62,0.722,0,"Yes"
2619,45,"M","Graduate","$40K - $60K",3,3,2259,954,0.695,1393,35,0.842,0.422,"No"
6976,57,"M","Uneducated","$60K - $80K",6,4,8377,1211,0.813,1797,44,1.2,0.145,"No"
9797,37,"F","Post-Graduate","Less than $40K",3,3,1586,0,0.497,2109,41,0.414,0,"Yes"
1874,49,"M","College","$80K - $120K",5,1,2149,1796,0.628,5228,93,0.661,0.836,"No"
150,60,"M","Uneducated","$60K - $80K",3,1,10264,2073,0.62,1685,45,0.364,0.202,"No"
2733,43,"F","Unknown","Less than $40K",2,2,3849,1281,0.777,7930,90,0.607,0.333,"No"
1489,38,"F","College","Less than $40K",1,3,3420,1405,0.843,4267,75,0.596,0.411,"No"
1094,40,"M","Uneducated","$60K - $80K",5,1,4716,0,2.175,816,28,2.5,0,"No"
8585,50,"F","Uneducated","$40K - $60K",5,2,3065,1570,1.077,1130,28,1.333,0.512,"No"
430,33,"F","Graduate","Less than $40K",3,2,3792,1625,0.618,1888,39,0.625,0.429,"No"
6878,34,"F","Uneducated","$40K - $60K",3,2,2313,1775,0.773,4317,68,0.545,0.767,"No"
7928,38,"M","College","$60K - $80K",4,3,5597,1118,0.753,4599,89,0.648,0.2,"No"
6451,49,"M","Doctorate","$40K - $60K",2,2,1915,1545,0.775,3911,80,0.778,0.807,"No"
5493,42,"M","Graduate","$60K - $80K",4,2,3591,1749,0.733,5079,80,0.905,0.487,"No"
6615,54,"F","Graduate","$40K - $60K",2,1,10753,1845,0.689,7302,80,0.702,0.172,"No"
6959,43,"M","Uneducated","$40K - $60K",5,4,9449,1914,0.87,4658,93,0.722,0.203,"No"
9858,47,"M","High School","$40K - $60K",6,3,6692,1897,1.035,3902,76,0.689,0.283,"No"
6544,55,"M","College","$80K - $120K",3,1,34516,1433,0.728,1966,31,0.55,0.042,"No"
7161,26,"F","Uneducated","Less than $40K",3,2,1438.3,0,0.506,947,20,0.053,0,"Yes"
3503,39,"F","Graduate","Unknown",4,2,1438.3,997,1.867,2583,47,0.958,0.693,"No"
744,26,"M","Graduate","Unknown",6,1,21084,2517,0.763,2309,71,0.543,0.119,"No"
3838,44,"M","Unknown","$80K - $120K",5,5,3454,2065,0.816,4026,67,0.718,0.598,"No"
4126,36,"M","Unknown","$80K - $120K",4,1,1815,0,0.478,2039,34,0.36,0,"Yes"
5085,54,"M","Post-Graduate","$80K - $120K",6,3,10260,942,1.042,1566,50,0.562,0.092,"No"
893,36,"F","High School","Unknown",6,3,9817,848,0.793,4636,85,0.848,0.086,"No"
1588,41,"F","High School","Less than $40K",6,2,4203,2517,0.771,1489,43,0.536,0.599,"Yes"
9538,48,"M","High School","Less than $40K",4,3,8892,889,0.67,4900,89,0.745,0.1,"No"
5524,60,"M","Graduate","$120K +",6,3,5130,2048,0.776,4601,88,0.76,0.399,"No"
2936,53,"F","High School","Less than $40K",4,1,2252,1811,0.68,4201,68,1.125,0.804,"No"
1873,36,"F","Graduate","$40K - $60K",3,2,3701,969,1.079,3222,86,0.623,0.262,"No"
7722,43,"F","Graduate","Less than $40K",5,3,1971,979,1.024,5446,75,0.974,0.497,"No"
4806,51,"M","High School","$60K - $80K",5,2,10462,1824,0.736,1267,31,0.55,0.174,"No"
3757,50,"M","Unknown","$60K - $80K",3,1,8074,0,0.528,4347,66,0.535,0,"No"
119,50,"F","Unknown","Unknown",5,3,3668,0,0.62,4430,76,0.617,0,"No"
3993,41,"M","College","$80K - $120K",6,3,2647,620,0.664,2262,47,0.424,0.234,"No"
651,49,"F","College","Unknown",1,3,5039,2489,0.875,4770,74,0.947,0.494,"No"
6593,37,"M","Graduate","$40K - $60K",3,1,3350,0,1.316,2849,61,0.694,0,"No"
8940,57,"F","High School","Less than $40K",6,4,2781,992,0.701,4577,81,0.929,0.357,"No"
7105,42,"F","College","$40K - $60K",2,3,6330,1573,0.899,3029,52,0.733,0.248,"No"
6357,52,"F","Graduate","Less than $40K",3,3,3231,2215,0.515,4610,90,0.607,0.686,"No"
7069,50,"F","Uneducated","Unknown",6,1,5660,2401,0.779,1932,35,0.346,0.424,"No"
2342,30,"M","College","$60K - $80K",1,3,4192,1734,0.753,13345,106,0.893,0.414,"No"
5936,55,"F","Graduate","Less than $40K",6,2,3035,2298,1.724,1877,37,1.176,0.757,"No"
1024,34,"F","Unknown","Less than $40K",6,3,6131,1270,0.913,2825,93,0.824,0.207,"No"
9382,40,"F","High School","Unknown",6,3,6479,0,0.946,2539,42,0.5,0,"Yes"
9267,65,"F","Unknown","Less than $40K",5,2,6352,1386,0.5,3709,77,0.604,0.218,"No"
9935,53,"F","College","Less than $40K",5,2,2650,1490,1.75,1411,28,1,0.562,"No"
7146,39,"F","High School","Less than $40K",5,3,3086,2213,0.695,4684,81,0.8,0.717,"No"
8058,35,"M","College","$80K - $120K",3,2,3575,1884,0.384,861,15,1.5,0.527,"Yes"
6809,64,"M","Graduate","Less than $40K",5,3,4417,0,0.904,4253,72,0.895,0,"No"
8406,36,"F","College","Less than $40K",3,2,2758,2168,1.046,3073,86,0.792,0.786,"No"
7609,36,"M","College","$60K - $80K",5,2,23032,840,0.739,2787,73,0.698,0.036,"No"
6622,55,"F","College","$40K - $60K",6,2,4410,2517,0.53,1883,44,0.63,0.571,"Yes"
5038,47,"F","Doctorate","$40K - $60K",3,3,2872,2517,0.606,3635,62,0.824,0.876,"No"
5831,36,"M","Graduate","$120K +",4,3,3174,2462,0.772,3140,74,0.721,0.776,"No"
1668,40,"F","Graduate","Less than $40K",5,1,2694,1833,1.044,3366,56,1.074,0.68,"No"
7750,30,"F","Unknown","Less than $40K",1,1,2367,1220,1.04,5568,90,0.957,0.515,"No"
760,58,"M","College","$80K - $120K",6,3,26108,1146,0.476,3677,70,0.892,0.044,"No"
1477,39,"M","Graduate","$60K - $80K",6,2,4534,917,0.84,4211,66,0.61,0.202,"No"
5994,47,"F","College","Less than $40K",6,3,1438.3,0,0.634,3832,87,0.673,0,"No"
8918,57,"M","Post-Graduate","$120K +",4,1,26437,1472,0.742,1244,36,0.5,0.056,"No"
4442,43,"F","Uneducated","Less than $40K",5,3,4332,1313,0.671,4093,84,0.826,0.303,"No"
1425,43,"F","Graduate","Less than $40K",2,3,2005,1263,0.657,4906,80,0.818,0.63,"No"
8537,58,"F","Uneducated","Less than $40K",5,4,2220,1240,0.906,4396,78,0.95,0.559,"No"
5168,47,"M","Graduate","$80K - $120K",1,1,7299,0,0.806,4678,83,0.729,0,"No"
5587,44,"F","High School","Less than $40K",5,3,4135,1606,0.734,3334,56,0.6,0.388,"No"
5683,39,"M","Uneducated","$60K - $80K",4,3,9204,845,0.673,1820,58,0.611,0.092,"No"
2049,45,"F","Uneducated","$40K - $60K",3,1,3111,2290,1.612,1998,41,0.464,0.736,"No"
2717,47,"F","College","Less than $40K",1,3,2780,2216,0.826,4980,78,0.857,0.797,"No"
8479,46,"M","Uneducated","$120K +",4,2,34516,2213,0.584,4492,71,0.821,0.064,"No"
3971,45,"M","College","$40K - $60K",1,1,4718,1591,0.927,4598,80,1,0.337,"No"
6309,40,"M","Graduate","$40K - $60K",2,2,2849,1741,0.791,8669,99,0.768,0.611,"No"
10097,48,"M","College","$80K - $120K",4,3,4479,0,0.89,4520,63,0.37,0,"Yes"
477,58,"M","Graduate","$120K +",5,2,17934,1578,0.593,2005,48,0.778,0.088,"No"
8186,49,"M","Unknown","$120K +",5,3,34516,0,0.759,3230,64,0.561,0,"No"
8115,44,"F","Unknown","Less than $40K",2,1,2490,1235,0.823,8065,88,0.76,0.496,"No"
5380,36,"M","Graduate","Less than $40K",2,2,3920,0,0.813,16500,102,0.729,0,"No"
10059,44,"M","Unknown","$60K - $80K",3,2,33521,928,0.732,4115,66,0.535,0.028,"No"
930,55,"M","Graduate","$80K - $120K",4,3,28751,2158,0.536,1502,34,0.789,0.075,"No"
4,50,"M","Doctorate","$80K - $120K",5,3,18964,2207,0.625,3835,78,0.625,0.116,"No"
7365,43,"M","Graduate","$80K - $120K",3,4,10540,1489,1.029,1980,45,0.607,0.141,"No"
8707,47,"F","Graduate","$40K - $60K",3,3,1438.3,0,0.809,2276,40,0.538,0,"Yes"
2050,53,"M","Uneducated","$80K - $120K",4,3,2611,787,0.298,2955,56,0.6,0.301,"No"
8076,49,"F","Post-Graduate","$40K - $60K",6,2,5918,842,0.56,1292,26,0.733,0.142,"No"
8899,43,"M","High School","$60K - $80K",1,3,2600,2047,0.749,8804,111,0.682,0.787,"No"
3749,41,"F","Graduate","Less than $40K",4,2,2670,2079,0.649,3895,59,0.788,0.779,"No"
9324,45,"F","Graduate","Less than $40K",3,5,1438.3,1226,0.638,3889,60,0.818,0.852,"No"
3012,47,"F","College","Unknown",3,3,2373,1480,0.631,4228,63,0.658,0.624,"No"
6813,47,"M","Graduate","$80K - $120K",3,3,34516,760,0.407,3756,67,0.558,0.022,"No"
441,36,"F","Unknown","Less than $40K",4,3,2570,2230,0.686,1755,42,0.448,0.868,"No"
7827,46,"M","Post-Graduate","$60K - $80K",5,2,8766,0,0.702,2263,35,0.522,0,"Yes"
7096,55,"F","College","Unknown",5,3,7790,753,0.968,4835,84,0.826,0.097,"No"
72,56,"F","Uneducated","$40K - $60K",5,3,2402,1892,0.645,4610,76,0.81,0.788,"No"
2383,43,"F","Unknown","$40K - $60K",4,3,5330,1161,0.558,1441,43,0.387,0.218,"No"
5102,38,"M","Unknown","$40K - $60K",1,1,9664,1983,0.873,7995,56,0.806,0.205,"Yes"
5881,50,"F","Unknown","Less than $40K",1,3,1930,952,0.67,3862,80,0.818,0.493,"No"
885,53,"F","College","Less than $40K",2,1,2160,2057,0.858,4518,93,0.788,0.952,"No"
5501,59,"F","Unknown","Unknown",3,2,1438.3,0,0.57,724,16,0.231,0,"Yes"
9333,49,"M","Graduate","Less than $40K",3,3,2976,1817,0.739,3332,60,0.667,0.611,"No"
300,44,"F","Uneducated","Less than $40K",5,3,3075,2517,0.922,3534,53,0.71,0.819,"No"
1503,57,"F","Graduate","Less than $40K",3,3,2796,0,0.729,2196,35,0.75,0,"Yes"
944,65,"F","Graduate","$40K - $60K",5,3,2961,1570,0.908,1937,57,0.781,0.53,"No"
6706,57,"F","Doctorate","Less than $40K",1,3,1615,950,0.507,2212,43,0.387,0.588,"Yes"
2293,51,"M","Uneducated","$80K - $120K",5,3,34516,0,0.506,3250,63,0.658,0,"No"
9965,45,"M","High School","$60K - $80K",4,1,17576,0,0.667,3494,67,0.718,0,"No"
8830,42,"M","Doctorate","$40K - $60K",3,2,2012,0,0.31,3282,66,0.65,0,"No"
4834,35,"F","Unknown","$40K - $60K",4,2,1438.3,834,0.684,4551,82,0.64,0.58,"No"
5371,48,"M","Unknown","$80K - $120K",3,4,2713,2201,0.716,4220,79,0.612,0.811,"No"
3853,46,"F","High School","Less than $40K",1,0,13092,1962,0.686,936,25,0.25,0.15,"Yes"
5704,59,"M","Uneducated","$40K - $60K",3,2,11000,1013,0.697,7302,86,0.654,0.092,"No"
8177,38,"M","Graduate","$60K - $80K",3,1,7709,2227,1.295,2520,61,0.848,0.289,"No"
9130,49,"M","High School","$60K - $80K",3,1,34516,0,0.838,15095,102,0.759,0,"No"
5724,56,"F","College","$40K - $60K",5,2,4384,929,0.678,4792,91,0.75,0.212,"No"
1805,50,"F","Unknown","Less than $40K",4,1,1488,755,0.783,4451,65,0.711,0.507,"No"
7792,46,"F","High School","Less than $40K",4,3,1870,1785,0.696,4347,88,0.76,0.955,"No"
3852,43,"F","Unknown","Unknown",3,6,9051,1557,0.621,4169,72,0.5,0.172,"No"
7796,58,"F","College","Less than $40K",1,5,1552,0,0.762,4731,71,0.651,0,"No"
8082,65,"F","Unknown","Less than $40K",3,3,7487,1953,0.891,4070,63,0.658,0.261,"No"
8343,29,"M","Graduate","Less than $40K",4,1,2710,629,0.771,1718,37,0.762,0.232,"No"
3512,50,"F","Uneducated","Less than $40K",6,3,1438.3,0,1.068,1439,41,1.05,0,"No"
8588,44,"F","Post-Graduate","Less than $40K",3,3,9073,2466,0.446,6793,60,1.069,0.272,"Yes"
1789,48,"F","Graduate","Less than $40K",5,2,2700,2480,0.686,2396,49,0.531,0.919,"Yes"
5402,47,"F","Uneducated","Less than $40K",4,2,2577,1450,0.747,4576,83,0.766,0.563,"No"
8800,49,"M","Graduate","$80K - $120K",3,2,3261,0,1.012,3081,50,0.667,0,"Yes"
868,40,"F","Uneducated","Unknown",5,3,13126,0,0.725,4496,61,0.848,0,"No"
4873,48,"F","Graduate","Unknown",5,3,8171,852,0.639,1909,52,0.733,0.104,"No"
7185,32,"M","Uneducated","$80K - $120K",2,2,3371,1530,0.828,13432,118,0.815,0.454,"No"
1810,46,"F","High School","Less than $40K",6,3,3206,0,1.065,3253,72,0.532,0,"No"
9619,31,"M","College","$40K - $60K",3,1,11109,2045,0.625,13988,92,0.84,0.184,"No"
7584,50,"F","College","Less than $40K",4,2,4785,1965,0.8,3651,59,0.553,0.411,"No"
1664,45,"F","Uneducated","$40K - $60K",6,1,2529,1654,0.528,3428,84,0.68,0.654,"No"
7631,38,"F","High School","Less than $40K",2,3,2920,2426,0.983,2750,41,0.367,0.831,"Yes"
5436,54,"M","High School","$60K - $80K",3,1,2210,1002,0.938,4798,86,0.654,0.453,"No"
5734,44,"M","Unknown","$40K - $60K",4,2,2534,1706,0.793,3965,57,1.111,0.673,"No"
2813,65,"M","High School","$40K - $60K",3,3,3506,1604,0.574,1953,61,0.649,0.458,"No"
1769,53,"M","High School","$120K +",3,3,34516,1337,0.704,7919,85,0.635,0.039,"No"
7686,48,"M","Uneducated","$80K - $120K",4,3,34516,1426,0.621,4814,71,0.69,0.041,"No"
4654,39,"F","Graduate","Less than $40K",5,3,8325,2048,0.92,14571,91,0.655,0.246,"No"
6838,46,"F","Graduate","Less than $40K",6,3,3901,1001,0.822,4313,72,1.323,0.257,"No"
6701,47,"F","Unknown","Less than $40K",4,2,1738,0,1.124,2572,62,0.938,0,"No"
1698,62,"F","High School","Less than $40K",3,3,2941,1173,0.436,1453,27,0.35,0.399,"No"
4305,50,"M","Unknown","$80K - $120K",5,2,33951,0,0.822,1567,44,0.467,0,"No"
1912,46,"F","College","Less than $40K",4,3,1438.3,0,0.906,4311,77,0.833,0,"No"
3289,49,"F","Graduate","$40K - $60K",1,3,2485,1648,0.595,4208,71,0.919,0.663,"No"
8827,51,"M","Graduate","$40K - $60K",3,5,16277,1170,0.95,3634,62,0.676,0.072,"No"
6131,44,"F","Unknown","$40K - $60K",4,3,1691,1327,0.774,2345,33,0.435,0.785,"Yes"
8384,37,"M","High School","$120K +",3,2,7361,0,0.59,2109,44,0.571,0,"Yes"
1438,48,"F","College","Less than $40K",4,1,2544,0,0.759,3593,64,1,0,"No"
9012,47,"M","Graduate","$120K +",3,2,9397,795,0.749,5265,98,0.581,0.085,"No"
360,58,"F","Uneducated","Less than $40K",3,3,1942,1536,0.615,1371,38,0.407,0.791,"No"
5140,38,"M","Unknown","$60K - $80K",3,1,4646,1680,1.238,2234,35,0.667,0.362,"No"
4334,49,"F","High School","Less than $40K",1,3,2215,1347,0.655,4656,72,0.636,0.608,"No"
7999,43,"F","Post-Graduate","$40K - $60K",4,1,2283,0,0.899,4088,66,0.886,0,"No"
306,60,"M","High School","Less than $40K",5,1,2661,1466,0.631,1354,25,0.316,0.551,"No"
3108,49,"F","High School","Unknown",3,3,5267,0,0.442,1353,24,0.263,0,"No"
5263,47,"F","Unknown","Less than $40K",3,3,1561,0,0.502,1947,28,0.556,0,"Yes"
7116,51,"F","Graduate","Less than $40K",6,1,7742,2024,0.929,3507,69,0.568,0.261,"No"
1893,49,"M","High School","$60K - $80K",3,4,8190,1716,0.781,3529,84,0.787,0.21,"No"
1102,58,"F","Unknown","Less than $40K",2,1,3603,1465,0.63,14235,101,0.656,0.407,"No"
8778,36,"F","College","Less than $40K",6,1,5383,737,0.956,2934,80,0.633,0.137,"No"
547,50,"F","Unknown","Unknown",6,1,5916,983,0.761,3752,75,0.974,0.166,"No"
5087,60,"M","Unknown","Less than $40K",5,3,2486,1464,0.731,1378,27,0.421,0.589,"No"
7559,38,"M","Uneducated","$40K - $60K",3,3,3523,1379,0.71,15108,118,0.71,0.391,"No"
5897,59,"F","Graduate","Less than $40K",6,3,4830,1469,0.634,3365,63,0.75,0.304,"No"
2110,29,"M","College","Unknown",6,3,3107,1720,0.661,2460,71,0.69,0.554,"No"
3736,26,"M","College","Less than $40K",4,1,1934,1070,0.448,2334,61,0.452,0.553,"No"
840,58,"M","High School","$60K - $80K",3,1,2212,1392,0.573,1387,34,0.7,0.629,"No"
8187,45,"M","Graduate","$60K - $80K",6,3,9106,2477,0.515,1239,33,0.737,0.272,"No"
7742,57,"F","College","Unknown",4,1,7469,1752,0.923,2050,46,0.917,0.235,"No"
4938,51,"M","High School","$60K - $80K",5,3,4123,1760,0.869,2447,40,0.429,0.427,"Yes"
4735,50,"F","Uneducated","Less than $40K",2,2,4060,2336,0.943,5173,87,0.706,0.575,"No"
8500,51,"M","Uneducated","$80K - $120K",1,2,23453,0,0.727,7555,96,0.574,0,"No"
4475,60,"M","Unknown","$40K - $60K",4,3,3012,0,0.538,1315,23,0.278,0,"No"
1783,50,"F","Graduate","$40K - $60K",6,2,8307,2517,1.743,2293,36,0.8,0.303,"No"
9605,48,"F","Graduate","Less than $40K",3,3,1942,860,0.708,2522,42,0.312,0.443,"Yes"
1898,46,"M","College","$60K - $80K",1,3,10074,1223,0.955,8256,99,0.623,0.121,"No"
550,33,"M","Post-Graduate","$80K - $120K",2,3,4178,2463,0.815,16216,107,0.814,0.59,"No"
4092,43,"M","Graduate","$60K - $80K",5,3,19188,0,0.453,4366,69,0.816,0,"No"
9306,41,"M","Uneducated","$80K - $120K",4,2,4740,1348,0.472,1406,23,0.533,0.284,"No"
4749,46,"F","Unknown","$40K - $60K",6,3,1963,1112,0.761,4821,67,0.763,0.566,"No"
5199,47,"M","Post-Graduate","Less than $40K",6,1,3888,1663,0.664,1145,37,0.423,0.428,"No"
5023,56,"F","Graduate","Less than $40K",5,4,3088,2517,0.848,2292,54,0.862,0.815,"No"
8775,54,"M","Post-Graduate","$80K - $120K",3,1,34516,2488,0.552,4401,87,0.776,0.072,"No"
9968,55,"M","Unknown","$120K +",4,3,14938,0,0.49,1134,31,0.632,0,"No"
1933,45,"F","Graduate","Unknown",3,5,4462,706,0.886,2526,41,0.414,0.158,"Yes"
9978,58,"M","Unknown","$60K - $80K",3,1,2347,2163,0.615,1631,40,0.29,0.922,"No"
8160,40,"M","Uneducated","$60K - $80K",3,2,6332,318,0.783,2505,43,0.536,0.05,"Yes"
2791,46,"F","Graduate","$40K - $60K",5,3,5913,1651,0.79,2404,39,0.56,0.279,"Yes"
1182,42,"M","Uneducated","$80K - $120K",5,1,16054,0,0.446,3449,75,0.705,0,"No"
8647,40,"F","Uneducated","Less than $40K",2,3,2969,0,0.74,4109,70,1,0,"No"
1043,55,"M","Uneducated","$60K - $80K",4,2,25991,0,0.639,2996,62,0.879,0,"No"
7377,27,"M","Graduate","Less than $40K",2,2,3585,2420,0.812,15656,124,0.746,0.675,"No"
188,53,"M","Uneducated","$80K - $120K",6,1,6704,1354,0.411,1331,30,0.364,0.202,"No"
3352,49,"M","High School","$80K - $120K",4,3,3989,2514,0.469,5189,82,0.519,0.63,"No"
8100,39,"F","Graduate","Less than $40K",4,3,2310,1306,0.525,4343,74,0.682,0.565,"No"
6639,37,"F","High School","Less than $40K",6,2,1438.3,0,0.568,4815,84,0.787,0,"No"
4355,56,"F","College","Less than $40K",4,1,2763,2517,0.938,1246,31,0.824,0.911,"No"
9989,43,"M","Unknown","$120K +",4,3,24868,794,0.649,2510,32,0.231,0.032,"Yes"
4453,45,"F","Graduate","$40K - $60K",5,4,1438.3,986,0.649,5136,81,0.8,0.686,"No"
5761,53,"F","Graduate","Less than $40K",5,4,3424,1333,0.667,4485,61,0.694,0.389,"No"
3827,40,"F","College","Less than $40K",3,1,2972,0,0.593,3840,69,0.769,0,"No"
3264,34,"F","Uneducated","Less than $40K",1,2,3074,0,0.718,2721,54,0.688,0,"Yes"
7160,36,"F","College","Unknown",4,3,3926,1760,0.874,4890,92,0.704,0.448,"No"
9574,53,"F","Uneducated","Less than $40K",4,3,4224,2417,0.522,1458,29,1.071,0.572,"No"
4198,54,"F","Graduate","Unknown",2,3,3781,1692,0.791,2310,43,0.72,0.448,"Yes"
3189,54,"F","Post-Graduate","Less than $40K",1,4,8516,0,0.549,2189,37,0.276,0,"Yes"
7198,42,"M","High School","$80K - $120K",6,1,29801,1916,0.781,990,21,0.909,0.064,"No"
4390,46,"M","Doctorate","$120K +",3,2,8989,552,0.699,2309,49,0.633,0.061,"Yes"
4213,50,"M","Graduate","$80K - $120K",6,3,11882,1472,0.413,3291,62,0.722,0.124,"No"
2903,50,"M","High School","$120K +",6,4,13709,813,0.65,2511,40,0.6,0.059,"Yes"
4069,40,"F","Unknown","Unknown",5,5,14999,1123,0.539,3441,69,0.468,0.075,"No"
5853,43,"F","Unknown","Less than $40K",3,2,2905,2079,0.789,4444,84,0.909,0.716,"No"
5732,50,"M","High School","$80K - $120K",3,1,34516,1260,0.588,1504,34,0.789,0.037,"No"
7401,52,"M","Unknown","$80K - $120K",6,1,15904,1024,0.369,1433,33,0.5,0.064,"No"
7476,55,"M","Uneducated","$80K - $120K",4,2,13598,852,0.785,4047,76,0.81,0.063,"No"
7036,47,"F","Graduate","Less than $40K",3,3,3144,0,0.561,3774,80,0.818,0,"No"
1649,47,"F","Graduate","Less than $40K",2,2,2234,2024,0.717,2313,37,0.321,0.906,"Yes"
2072,44,"M","Uneducated","$80K - $120K",1,3,25428,1528,0.725,13360,97,0.796,0.06,"No"
6361,62,"F","Post-Graduate","$40K - $60K",6,1,2644,2207,0.866,1194,30,0.765,0.835,"No"
4663,53,"M","Graduate","$60K - $80K",3,2,1973,1324,0.805,1587,38,0.52,0.671,"No"
4345,47,"F","High School","Unknown",5,4,8440,2087,0.804,4161,74,0.644,0.247,"No"
5255,41,"F","Graduate","Less than $40K",2,3,1504,970,0.864,2801,51,1.217,0.645,"Yes"
2900,44,"M","College","$120K +",5,3,8874,1590,0.698,1849,56,0.647,0.179,"No"
6724,43,"F","Graduate","Less than $40K",3,3,6448,1464,0.615,7546,88,0.63,0.227,"No"
9487,46,"F","Unknown","Unknown",6,3,7565,887,0.81,4683,87,0.642,0.117,"No"
6587,59,"M","College","$80K - $120K",3,2,12918,2352,1.008,9138,76,0.9,0.182,"Yes"
4223,50,"M","Uneducated","$80K - $120K",6,3,14817,1463,0.795,4014,70,0.628,0.099,"No"
79,57,"M","Graduate","$80K - $120K",3,2,19270,1662,1.186,1565,28,1.545,0.086,"No"
4683,43,"M","High School","$60K - $80K",2,3,3717,1882,0.796,4667,91,0.82,0.506,"No"
6584,47,"M","Uneducated","$60K - $80K",4,1,5715,1214,0.858,3685,63,0.658,0.212,"No"
8372,39,"M","Graduate","$60K - $80K",6,3,13049,943,0.686,3944,72,0.674,0.072,"No"
7480,41,"M","Graduate","$60K - $80K",3,1,8228,1935,0.627,4933,68,0.545,0.235,"No"
2315,47,"F","Unknown","Less than $40K",6,3,4862,0,0.695,4167,86,0.593,0,"No"
857,58,"M","College","$80K - $120K",3,3,12151,1799,1.022,918,14,0.556,0.148,"Yes"
2442,47,"M","Unknown","$80K - $120K",3,1,24580,2517,0.509,3069,62,0.771,0.102,"No"
5580,46,"M","Graduate","$120K +",1,1,7790,1921,0.789,14567,131,0.617,0.247,"No"
3105,53,"M","Graduate","$80K - $120K",3,3,30271,1406,1.336,3231,47,0.306,0.046,"Yes"
6395,44,"M","Unknown","$80K - $120K",3,3,34516,657,0.641,4614,76,0.689,0.019,"No"
9845,37,"F","Graduate","Less than $40K",4,3,12535,2049,0.683,3283,74,0.609,0.163,"No"
9140,49,"M","Doctorate","$60K - $80K",5,2,30976,2051,0.684,3193,69,0.725,0.066,"No"
4664,61,"F","Graduate","Unknown",6,2,2035,1883,0.955,4802,85,0.604,0.925,"No"
703,30,"F","Uneducated","Less than $40K",6,1,1644,0,0.82,2533,44,0.517,0,"Yes"
8720,44,"M","High School","$80K - $120K",4,2,15638,1729,0.843,4396,83,0.566,0.111,"No"
1047,52,"F","College","Unknown",5,1,2737,1719,0.657,4725,63,0.615,0.628,"No"
8255,42,"F","Graduate","$40K - $60K",6,2,4008,1636,0.637,1395,43,0.955,0.408,"No"
